record_number,temperature,rate_coefficient,rate_coefficient_error,data_source
10979,2E+3,4.559999999999999956750727206E-12,1.8e-13,NIFS
10979,4E+3,6.769999999999999627552986118E-12,3e-13,NIFS
11354,1E+3,3.500000000000000232525854307E-13,4.3e-14,NIFS
11354,2E+3,1.349999999999999902165037192E-12,1e-13,NIFS
11354,4E+3,3.489999999999999871239366622E-12,2.2e-13,NIFS
10980,1E+3,7.740000000000000341115696322E-13,6.3e-14,NIFS
10980,2E+3,1.33999999999999994477533298E-12,9.9e-14,NIFS
10980,4E+3,1.880000000000000067200061246E-12,1.6e-13,NIFS
11355,1E+3,2.350000000000000084000076558E-13,3.5e-14,NIFS
11355,2E+3,8.059999999999999987328189777E-13,7.7e-14,NIFS
11355,4E+3,2.149999999999999926464033642E-12,1.7e-13,NIFS
10981,1E+3,1.460000000000000089784056663E-13,2.8e-14,NIFS
10981,2E+3,1.919999999999999896758878092E-13,3.8e-14,NIFS
10981,4E+3,2.840000000000000015579500292E-13,6.2e-14,NIFS
11356,1E+3,1.410000000000000050400045935E-13,2.7e-14,NIFS
11356,2E+3,3.249999999999999783170310993E-13,4.9e-14,NIFS
11356,4E+3,4.870000000000000453367083395E-13,8.1e-14,NIFS
10969,1E+3,7.910000000000000020637451393E-12,2.1e-13,NIFS
10969,2E+3,1.459999999999999998907280382E-11,3.2e-13,NIFS
10969,4E+3,2.170000000000000002802155455E-11,5.4e-13,NIFS
11344,1E+3,1.120000000000000074408273378E-11,2.5e-13,NIFS
11344,2E+3,2.549999999999999918418692694E-11,4.3e-13,NIFS
11344,4E+3,5.209999999999999973969306926E-11,8.3e-13,NIFS
10970,1E+3,8.919999999999999957913803234E-12,2.1e-13,NIFS
10970,2E+3,1.599999999999999967818636207E-11,3.4e-13,NIFS
10970,4E+3,2.509999999999999927301162458E-11,5.8e-13,NIFS
11345,1E+3,1.390000000000000014451602469E-11,2.6e-13,NIFS
11345,2E+3,3.140000000000000272078403839E-11,4.7e-13,NIFS
11345,4E+3,6.010000000000000442554765197E-11,9e-13,NIFS
10971,1E+3,9.509999999999999665338660821E-12,2.2e-13,NIFS
10971,2E+3,1.770000000000000091626853098E-11,3.5e-13,NIFS
10971,4E+3,2.849999999999999851800169462E-11,6.3e-13,NIFS
11346,1E+3,1.450000000000000001127897823E-11,2.8e-13,NIFS
11346,2E+3,3.340000000000000227666055017E-11,5e-13,NIFS
11346,4E+3,6.510000000000000008406466365E-11,9.1e-13,NIFS
10972,1E+3,1.140000000000000069967038496E-11,2.4e-13,NIFS
10972,2E+3,2.349999999999999962831041516E-11,4.2e-13,NIFS
10972,4E+3,3.999999999999999757987877128E-11,7.2e-13,NIFS
11347,1E+3,5.700000000000000349835192481E-12,1.7e-13,NIFS
11347,2E+3,2.249999999999999985037215926E-11,4.1e-13,NIFS
11347,4E+3,5.569999999999999894027079047E-11,8.4e-13,NIFS
10973,1E+3,4.100000000000000058899129496E-11,4.5e-13,NIFS
10973,2E+3,8.200000000000000117798258991E-11,7.4e-13,NIFS
10973,4E+3,1.439999999999999938725029908E-10,1.4e-12,NIFS
11348,1E+3,1.059999999999999926173264636E-12,7.4e-14,NIFS
11348,2E+3,8.469999999999999250048021136E-12,2.5e-13,NIFS
11348,4E+3,3.489999999999999709680653233E-11,7e-13,NIFS
10974,1E+3,9.449999999999999420168424045E-10,2e-12,NIFS
10974,2E+3,1.190000000000000026552208613E-9,2e-12,NIFS
10974,4E+3,1.51999999999999992096009038E-9,3e-12,NIFS
11349,1E+3,6.590000000000000192589918573E-13,5.9e-14,NIFS
11349,2E+3,3.989999999999999760208494569E-12,1.7e-13,NIFS
11349,4E+3,1.979999999999999883435173446E-11,5.1e-13,NIFS
10975,1E+3,1.439999999999999938725029908E-10,9e-13,NIFS
10975,2E+3,2.709999999999999947512298993E-10,1.4e-12,NIFS
10975,4E+3,3.700000000000000147723827138E-10,2.2e-12,NIFS
11350,1E+3,5.699999999999999945938409008E-13,5.5e-14,NIFS
11350,2E+3,2.770000000000000111903179074E-12,1.4e-13,NIFS
11350,4E+3,1.20000000000000005664333385E-11,4e-13,NIFS
10976,1E+3,9.210000000000000248945066899E-10,2e-12,NIFS
10976,2E+3,1.139999999999999992418856069E-9,2e-12,NIFS
10976,4E+3,1.419999999999999852693385292E-9,4e-12,NIFS
11351,1E+3,4.920000000000000240315604453E-13,5.1e-14,NIFS
11351,2E+3,2.299999999999999893154772026E-12,1.3e-13,NIFS
11351,4E+3,7.320000000000000313212593806E-12,3.1e-13,NIFS
11564,1E+3,1.58999999999999993772751097E-10,8e-13,NIFS
11564,2E+3,3.390000000000000184251225134E-10,1.7e-12,NIFS
11564,4E+3,6.480000000000000370497488144E-10,3.9e-11,NIFS
10982,1E+3,7.589999999999999768579782729E-12,2e-13,NIFS
10982,2E+3,1.340000000000000025554689675E-11,3.8e-13,NIFS
10982,4E+3,2.050000000000000029449564748E-11,6.8e-13,NIFS
11357,1E+3,7.079999999999999720272558834E-12,1.9e-13,NIFS
11357,2E+3,1.430000000000000005569132705E-11,3.9e-13,NIFS
11357,4E+3,2.999999999999999980049621235E-11,8.4e-13,NIFS
10983,1E+3,7.170000000000000346521855422E-12,1.9e-13,NIFS
10983,2E+3,1.300000000000000034437159439E-11,3.8e-13,NIFS
10983,4E+3,1.930000000000000056096974041E-11,6.6e-13,NIFS
11358,1E+3,9.170000000000000710191934153E-12,2.1e-13,NIFS
11358,2E+3,1.990000000000000042773269394E-11,4.6e-13,NIFS
11358,4E+3,4.06000000000000006778159926E-11,9.7e-13,NIFS
10992,1E+3,1.940000000000000021564613922E-10,1e-12,NIFS
10992,2E+3,2.480000000000000224768698882E-10,1.5e-12,NIFS
10992,4E+3,2.729999999999999878447578755E-10,2.5e-12,NIFS
11367,1E+3,1.400000000000000093010341723E-12,8.4e-14,NIFS
11367,2E+3,4.609999999999999945647640001E-12,2.2e-14,NIFS
11367,4E+3,1.320000000000000029995924557E-11,5.5e-13,NIFS
10993,1E+3,1.29000000000000003665777688E-11,2.6e-13,NIFS
10993,2E+3,2.110000000000000016125860101E-11,4.9e-13,NIFS
10993,4E+3,3.22000000000000025431346431E-11,8.7e-13,NIFS
11368,1E+3,1.239999999999999966981507391E-12,7.8e-14,NIFS
11368,2E+3,4.120000000000000216016608003E-12,2.1e-13,NIFS
11368,4E+3,9.319999999999999869089105591E-12,4.7e-13,NIFS
10994,1E+3,4.670000000000000093882648744E-12,1.5e-13,NIFS
10994,2E+3,7.039999999999999890713741988E-12,2.7e-13,NIFS
10994,4E+3,8.97999999999999929835524503E-12,4.6e-13,NIFS
11369,1E+3,1.13000000000000003179797759E-12,7.5e-14,NIFS
11369,2E+3,3.130000000000000193519664585E-12,1.8e-13,NIFS
11369,4E+3,6.310000000000000375936241965E-12,3.8e-13,NIFS
10995,1E+3,1.80000000000000000418564408E-12,9.5e-14,NIFS
10995,2E+3,2.44999999999999985984551041E-12,1.6e-13,NIFS
10995,4E+3,2.920000000000000078593917458E-12,2.6e-13,NIFS
11370,1E+3,9.510000000000000877029011241E-13,6.9e-14,NIFS
11370,2E+3,2.21999999999999983014035486E-12,1.6e-13,NIFS
11370,4E+3,3.589999999999999849033192212E-12,2.9e-13,NIFS
10996,1E+3,2.999999999999999838685747019E-13,3.9e-14,NIFS
10996,2E+3,4.880000000000000410756787607E-13,7.3e-14,NIFS
10996,4E+3,5.749999999999999732886930066E-13,1.2e-13,NIFS
11371,1E+3,3.650000000000000098242396823E-13,4.3e-14,NIFS
11371,2E+3,6.399999999999999992443579869E-13,8.3e-14,NIFS
11371,4E+3,1.420000000000000007789750146E-12,1.8e-13,NIFS
10984,1E+3,8.889999999999999479899515389E-12,2.1e-13,NIFS
10984,2E+3,1.47000000000000015824537633E-11,4e-13,NIFS
10984,4E+3,2.070000000000000025008329866E-11,6.8e-13,NIFS
11359,1E+3,1.270000000000000041099011762E-11,2.5e-13,NIFS
11359,2E+3,2.700000000000000046668144467E-11,5.4e-13,NIFS
11359,4E+3,5.139999999999999827954915624E-11,1.1e-12,NIFS
10985,1E+3,1.059999999999999926173264636E-11,2.3e-13,NIFS
10985,2E+3,1.75999999999999993228875715E-11,4.4e-13,NIFS
10985,4E+3,2.420000000000000108845432817E-11,7.5e-13,NIFS
11360,1E+3,1.719999999999999941171226914E-11,2.9e-13,NIFS
11360,2E+3,3.470000000000000037239314894E-11,6.2e-13,NIFS
11360,4E+3,6.570000000000000318200188497E-11,1.2e-12,NIFS
10986,1E+3,1.330000000000000027775307116E-11,2.5e-13,NIFS
10986,2E+3,2.159999999999999843464059507E-11,4.8e-13,NIFS
10986,4E+3,2.689999999999999887330048519E-11,7.8e-13,NIFS
11361,1E+3,2.189999999999999998360920573E-11,3.3e-13,NIFS
11361,2E+3,4.450000000000000142736232447E-11,7.1e-13,NIFS
11361,4E+3,7.809999999999999396608772247E-11,1.3e-12,NIFS
10987,1E+3,1.710000000000000104950557744E-11,2.9e-13,NIFS
10987,2E+3,2.569999999999999913977457812E-11,5.1e-13,NIFS
10987,4E+3,3.159999999999999944519742178E-11,8.5e-13,NIFS
11362,1E+3,2.720000000000000042226909585E-11,3.5e-13,NIFS
11362,2E+3,5.259999999999999801307506331E-11,7.4e-13,NIFS
11362,4E+3,8.710000000000000166105482886E-11,1.4e-12,NIFS
10988,1E+3,1.919999999999999896758878092E-11,3.1e-13,NIFS
10988,2E+3,3.030000000000000134946482301E-11,5.8e-13,NIFS
10988,4E+3,4.109999999999999895119798665E-11,9.9e-13,NIFS
11363,1E+3,2.400000000000000113286667699E-11,3.4e-13,NIFS
11363,2E+3,5.16999999999999998285177669E-11,7.2e-13,NIFS
11363,4E+3,8.50999999999999956428297815E-11,1.4e-12,NIFS
10989,1E+3,2.489999999999999931742397341E-11,3.5e-13,NIFS
10989,2E+3,4.560000000000000279868153985E-11,6.8e-13,NIFS
10989,4E+3,6.510000000000000008406466365E-11,1.2e-12,NIFS
11364,1E+3,5.249999999999999641969410383E-12,1.6e-13,NIFS
11364,2E+3,2.549999999999999918418692694E-11,5.4e-13,NIFS
11364,4E+3,6.430000000000000026171405893E-11,1.2e-12,NIFS
10990,1E+3,1.889999999999999935732473094E-10,9e-13,NIFS
10990,2E+3,2.690000000000000016577019231E-10,1.6e-12,NIFS
10990,4E+3,3.110000000000000117181542773E-10,2.5e-12,NIFS
11365,1E+3,2.130000000000000011684625219E-12,1e-13,NIFS
11365,2E+3,1.140000000000000069967038496E-11,3.5e-13,NIFS
11365,4E+3,3.759999999999999811282695714E-11,9.4e-13,NIFS
10991,1E+3,1.490000000000000024557170736E-9,1e-12,NIFS
10991,2E+3,1.880000000000000125361198066E-9,4e-12,NIFS
10991,4E+3,2.949999999999999945916268691E-9,6e-12,NIFS
11366,1E+3,1.690000000000000069002114279E-12,9.1e-14,NIFS
11366,2E+3,6.310000000000000375936241965E-12,2.6e-13,NIFS
11366,4E+3,2.240000000000000148816546757E-11,7.2e-13,NIFS
11570,1E+3,4.20999999999999993753710961E-10,1.7e-12,NIFS
11570,2E+3,8.010000000000000256925218405E-10,3.2e-12,NIFS
11570,4E+3,1.330000000000000163484626363E-9,5e-12,NIFS
11072,1E+3,7.799999999999999883505529856E-12,2.5e-13,NIFS
11072,2E+3,1.240000000000000047760864085E-11,4.5e-13,NIFS
11072,4E+3,1.739999999999999936729992032E-11,6.3e-13,NIFS
11447,1E+3,1.059999999999999926173264636E-11,3e-13,NIFS
11447,2E+3,1.859999999999999910082582739E-11,5.4e-13,NIFS
11447,4E+3,2.849999999999999851800169462E-11,8e-13,NIFS
11073,1E+3,7.8300000000000003615198177E-12,2.5e-13,NIFS
11073,2E+3,1.240000000000000047760864085E-11,4.5e-13,NIFS
11073,4E+3,1.65999999999999995449493156E-11,6.1e-13,NIFS
11448,1E+3,1.230000000000000049981481527E-11,3.2e-13,NIFS
11448,2E+3,2.159999999999999843464059507E-11,5.8e-13,NIFS
11448,4E+3,3.550000000000000019474375365E-11,8.9e-13,NIFS
11082,1E+3,7.499999999999999950124053088E-11,7.5e-13,NIFS
11082,2E+3,1.340000000000000025554689675E-10,1.5e-12,NIFS
11082,4E+3,2.099999999999999986034734865E-10,2.1e-12,NIFS
11457,1E+3,2.090000000000000020567094983E-11,4.2e-13,NIFS
11457,2E+3,5.329999999999999947321897633E-11,9.1e-13,NIFS
11457,4E+3,8.109999999999999653107675793E-11,1.4e-12,NIFS
11083,1E+3,1.710000000000000092025860673E-9,2e-12,NIFS
11083,2E+3,2.330000000000000018971064682E-9,5e-12,NIFS
11083,4E+3,3.030000000000000083247694017E-9,6e-12,NIFS
11458,1E+3,7.720000000000000224387896163E-12,2.5e-13,NIFS
11458,2E+3,2.520000000000000086639258407E-11,6.3e-13,NIFS
11458,4E+3,4.180000000000000041134189967E-11,9.6e-13,NIFS
11084,1E+3,7.439999999999999640330330956E-11,7.4e-13,NIFS
11084,2E+3,1.190000000000000026552208613E-10,1.4e-12,NIFS
11084,4E+3,1.710000000000000040327072389E-10,1.9e-12,NIFS
11459,1E+3,5.369999999999999938439427869E-12,2.1e-13,NIFS
11459,2E+3,1.280000000000000038878394321E-11,4.6e-13,NIFS
11459,4E+3,2.119999999999999852346529271E-11,7e-13,NIFS
11085,1E+3,7.369999999999999494315939654E-12,2.4e-13,NIFS
11085,2E+3,1.340000000000000025554689675E-11,4.7e-13,NIFS
11085,4E+3,2.010000000000000038332034512E-11,6.8e-13,NIFS
11460,1E+3,3.739999999999999815723930596E-12,1.8e-13,NIFS
11460,2E+3,7.410000000000000131668323447E-12,3.5e-13,NIFS
11460,4E+3,1.190000000000000058863951291E-11,5.2e-13,NIFS
11086,1E+3,1.080000000000000042901064795E-12,9.4e-14,NIFS
11086,2E+3,1.790000000000000046795939868E-12,1.7e-13,NIFS
11086,4E+3,2.85000000000000017491759624E-12,2.6e-13,NIFS
11461,1E+3,1.180000000000000020694890385E-12,9.8e-14,NIFS
11461,2E+3,2.44999999999999985984551041E-12,2e-13,NIFS
11461,4E+3,3.359999999999999819328036662E-12,2.8e-13,NIFS
11074,1E+3,9.240000000000000209971471898E-12,2.8e-13,NIFS
11074,2E+3,1.459999999999999998907280382E-11,4.8e-13,NIFS
11074,4E+3,1.970000000000000047214504276E-11,6.7e-13,NIFS
11449,1E+3,1.430000000000000005569132705E-11,2.4e-12,NIFS
11449,2E+3,2.780000000000000028903204939E-11,6.7e-13,NIFS
11449,4E+3,4.659999999999999934544552795E-11,1e-12,NIFS
11075,1E+3,1.150000000000000067746421055E-11,3.1e-13,NIFS
11075,2E+3,1.719999999999999941171226914E-11,5.3e-13,NIFS
11075,4E+3,2.179999999999999839022824625E-11,7e-13,NIFS
11450,1E+3,1.850000000000000073861913569E-11,3.9e-13,NIFS
11450,2E+3,3.399999999999999891224923592E-11,7.5e-13,NIFS
11450,4E+3,6.120000000000000579686686734E-11,1.2e-12,NIFS
11076,1E+3,1.300000000000000034437159439E-11,3.3e-13,NIFS
11076,2E+3,1.910000000000000060538208923E-11,5.5e-13,NIFS
11076,4E+3,2.58000000000000007331555376E-11,7.7e-13,NIFS
11451,1E+3,2.449999999999999940624867105E-11,4.4e-13,NIFS
11451,2E+3,4.509999999999999806295101022E-11,8.6e-13,NIFS
11451,4E+3,7.659999999999999914594174031E-11,1.3e-12,NIFS
11077,1E+3,1.590000000000000131597967037E-11,3.7e-13,NIFS
11077,2E+3,2.220000000000000153257781639E-11,6e-13,NIFS
11077,4E+3,2.999999999999999980049621235E-11,8.4e-13,NIFS
11452,1E+3,3.04999999999999980738782064E-11,4.9e-13,NIFS
11452,2E+3,5.980000000000000287657904131E-11,9.6e-13,NIFS
11452,4E+3,9.309999999999999386633582864E-11,1.5e-12,NIFS
11078,1E+3,1.879999999999999905641347857E-11,3.9e-13,NIFS
11078,2E+3,2.769999999999999869565108991E-11,6.6e-13,NIFS
11078,4E+3,3.679999999999999829047635242E-11,9.2e-13,NIFS
11453,1E+3,3.839999999999999793517756185E-11,5.8e-13,NIFS
11453,2E+3,7.430000000000000450344515343E-11,1.1e-12,NIFS
11453,4E+3,1.150000000000000035434678377E-10,1.6e-12,NIFS
11079,1E+3,2.130000000000000011684625219E-11,4.3e-13,NIFS
11079,2E+3,3.190000000000000099416603244E-11,7e-13,NIFS
11079,4E+3,4.140000000000000050016659731E-11,9.9e-13,NIFS
11454,1E+3,4.629999999999999779647691729E-11,6e-13,NIFS
11454,2E+3,8.749999999999999510988159564E-11,1.1e-12,NIFS
11454,4E+3,1.260000000000000043319629203E-10,1.6e-12,NIFS
11080,1E+3,2.369999999999999958389806633E-11,4.5e-13,NIFS
11080,2E+3,3.639999999999999837930105006E-11,7.6e-13,NIFS
11080,4E+3,4.850000000000000053911534804E-11,1.1e-12,NIFS
11455,1E+3,5.409999999999999929556958104E-11,6.5e-13,NIFS
11455,2E+3,9.870000000000000554748713278E-11,1.3e-12,NIFS
11455,4E+3,1.299999999999999905190188728E-10,1.7e-12,NIFS
11081,1E+3,2.469999999999999936183632223E-11,4.4e-13,NIFS
11081,2E+3,4.60000000000000027098568422E-11,8.7e-13,NIFS
11081,4E+3,6.979999999999999419361306466E-11,1.3e-12,NIFS
11456,1E+3,4.589999999999999788530161494E-11,6e-13,NIFS
11456,2E+3,8.800000000000000630796066084E-11,1.1e-12,NIFS
11456,4E+3,1.150000000000000035434678377E-10,1.6e-12,NIFS
11575,1E+3,8.330000000000000185865460291E-10,2.5e-12,NIFS
11575,2E+3,1.319999999999999991221833343E-9,4e-12,NIFS
11575,4E+3,2.049999999999999745106229183E-9,6e-12,NIFS
11087,1E+3,6.09000000000000010167239889E-12,2.6e-13,NIFS
11087,2E+3,9.289999999999999391074817746E-12,3.9e-13,NIFS
11087,4E+3,1.370000000000000018892837351E-11,5.6e-13,NIFS
11462,1E+3,1.089999999999999919511412312E-11,3.5e-13,NIFS
11462,2E+3,1.590000000000000131597967037E-11,5.1e-13,NIFS
11462,4E+3,2.329999999999999967272276398E-11,7.2e-13,NIFS
11088,1E+3,6.769999999999999627552986118E-12,2.7e-13,NIFS
11088,2E+3,9.260000000000000528647663794E-12,3.9e-13,NIFS
11088,4E+3,1.210000000000000054422716409E-11,5.2e-13,NIFS
11463,1E+3,1.190000000000000058863951291E-11,3.7e-13,NIFS
11463,2E+3,1.859999999999999910082582739E-11,5.4e-13,NIFS
11463,4E+3,2.980000000000000307608282896E-11,8.3e-13,NIFS
11097,1E+3,4.629999999999999779647691729E-11,7.4e-13,NIFS
11097,2E+3,7.530000000000000105020914154E-11,1.1e-13,NIFS
11097,4E+3,1.160000000000000000902318258E-10,1.6e-12,NIFS
11472,1E+3,1.089999999999999984134897668E-10,1.1e-12,NIFS
11472,2E+3,1.420000000000000007789750146E-10,1.6e-12,NIFS
11472,4E+3,1.460000000000000128154251093E-10,1.8e-12,NIFS
11098,1E+3,1.259999999999999991620840919E-9,4e-12,NIFS
11098,2E+3,1.68000000000000019562294103E-9,5e-12,NIFS
11098,4E+3,2.340000000000000191233857702E-9,7e-12,NIFS
11473,1E+3,5.969999999999999805202381404E-11,8.4e-13,NIFS
11473,2E+3,9.209999999999999731957184053E-11,1.2e-12,NIFS
11473,4E+3,1.040000000000000027549727551E-10,1.6e-12,NIFS
11099,1E+3,5.689999999999999867379669754E-11,8e-13,NIFS
11099,2E+3,1.010000000000000001899837197E-10,1.3e-12,NIFS
11099,4E+3,1.599999999999999903195150851E-10,1.9e-12,NIFS
11474,1E+3,1.930000000000000056096974041E-11,4.6e-13,NIFS
11474,2E+3,3.900000000000000103311478317E-11,7.8e-12,NIFS
11474,4E+3,5.379999999999999774660097038E-11,1.1e-12,NIFS
11100,1E+3,1.14999999999999995788649595E-9,3e-12,NIFS
11100,2E+3,1.529999999999999886427730261E-9,5e-12,NIFS
11100,4E+3,2.159999999999999985635727289E-9,6e-12,NIFS
11475,1E+3,9.919999999999999735852059127E-12,3.4e-13,NIFS
11475,2E+3,1.739999999999999936729992032E-11,5.4e-13,NIFS
11475,4E+3,2.30999999999999997171351128E-11,7.4e-13,NIFS
11101,1E+3,1.850000000000000073861913569E-11,4.6e-13,NIFS
11101,2E+3,2.709999999999999882888813637E-11,6.5e-13,NIFS
11101,4E+3,4.239999999999999704693058542E-11,9.8e-13,NIFS
11476,1E+3,3.679999999999999667488921853E-12,2.1e-13,NIFS
11476,2E+3,5.730000000000000020055913379E-12,3e-13,NIFS
11476,4E+3,6.769999999999999627552986118E-12,3.9e-13,NIFS
11089,1E+3,8.46000000000000070629705908E-12,3.1e-13,NIFS
11089,2E+3,1.160000000000000065525803614E-11,4.3e-13,NIFS
11089,4E+3,1.570000000000000136039201919E-11,6e-13,NIFS
11464,1E+3,1.570000000000000136039201919E-11,4.2e-13,NIFS
11464,2E+3,2.449999999999999940624867105E-11,6.4e-13,NIFS
11464,4E+3,3.810000000000000284855748676E-11,9.5e-13,NIFS
11090,1E+3,1.0199999999999999350557344E-11,3.4e-13,NIFS
11090,2E+3,1.350000000000000023334072234E-11,4.7e-13,NIFS
11090,4E+3,1.810000000000000082744383334E-11,6.5e-13,NIFS
11465,1E+3,2.099999999999999856787764153E-11,4.8e-13,NIFS
11465,2E+3,3.460000000000000201018645724E-11,7.6e-13,NIFS
11465,4E+3,5.139999999999999827954915624E-11,1.1e-12,NIFS
11091,1E+3,1.320000000000000029995924557E-11,3.8e-13,NIFS
11091,2E+3,1.690000000000000109391792626E-11,5.2e-13,NIFS
11091,4E+3,2.249999999999999985037215926E-11,7.2e-13,NIFS
11466,1E+3,2.829999999999999856241404344E-11,5.7e-13,NIFS
11466,2E+3,4.539999999999999961191962088E-11,8.6e-13,NIFS
11466,4E+3,7.009999999999999574258167533E-11,1.3e-12,NIFS
11092,1E+3,1.679999999999999950053696678E-11,4.4e-13,NIFS
11092,2E+3,2.260000000000000144375311875E-11,6.1e-13,NIFS
11092,4E+3,2.769999999999999869565108991E-11,8e-13,NIFS
11467,1E+3,3.78000000000000012995888761E-11,6.4e-13,NIFS
11467,2E+3,6.090000000000000424789825668E-11,9.7e-13,NIFS
11467,4E+3,9.149999999999999422163461921E-11,1.5e-12,NIFS
11093,1E+3,2.010000000000000038332034512E-11,4.8e-13,NIFS
11093,2E+3,2.720000000000000042226909585E-11,6.5e-13,NIFS
11093,4E+3,3.449999999999999718563122998E-11,9e-13,NIFS
11468,1E+3,5.120000000000000155513577285E-11,7.7e-13,NIFS
11468,2E+3,8.109999999999999653107675793E-11,1.1e-12,NIFS
11468,4E+3,1.139999999999999940720067785E-10,1.6e-12,NIFS
11094,1E+3,2.500000000000000091080493289E-11,5.3e-13,NIFS
11094,2E+3,3.409999999999999727445592762E-11,7.5e-13,NIFS
11094,4E+3,4.239999999999999704693058542E-11,9.8e-13,NIFS
11469,1E+3,6.819999999999999454891185524E-11,8.9e-13,NIFS
11469,2E+3,1.070000000000000053199617906E-10,1.3e-12,NIFS
11469,4E+3,1.349999999999999991022329556E-10,1.8e-12,NIFS
11095,1E+3,3.020000000000000298725813131E-11,5.7e-13,NIFS
11095,2E+3,3.980000000000000085546538788E-11,8e-13,NIFS
11095,4E+3,5.16999999999999998285177669E-11,1.1e-12,NIFS
11470,1E+3,8.759999999999999993443682291E-11,9.6e-13,NIFS
11470,2E+3,1.289999999999999939722548847E-10,1.4e-12,NIFS
11470,4E+3,1.560000000000000041324591327E-10,1.9e-12,NIFS
11096,1E+3,3.519999999999999864577514299E-11,6.3e-13,NIFS
11096,2E+3,4.909999999999999717470403379E-11,8.8e-13,NIFS
11096,4E+3,6.350000000000000043936345422E-11,1.2e-12,NIFS
11471,1E+3,1.080000000000000018667257787E-10,1.1e-12,NIFS
11471,2E+3,1.490000000000000024557170736E-10,1.5e-12,NIFS
11471,4E+3,1.58999999999999993772751097E-10,1.9e-12,NIFS
11555,1E+3,8.619999999999999701414899688E-11,6e-13,NIFS
11555,2E+3,2.129999999999999882437654508E-10,1.1e-12,NIFS
11555,4E+3,4.349999999999999971071950791E-10,2.2e-12,NIFS
11027,1E+3,6.610000000000000309317718732E-12,1.7e-13,NIFS
11027,2E+3,1.270000000000000041099011762E-11,2.8e-13,NIFS
11027,4E+3,1.990000000000000042773269394E-11,5e-13,NIFS
11402,1E+3,5.600000000000000372041366892E-12,1.6e-13,NIFS
11402,2E+3,1.310000000000000032216541998E-11,2.9e-13,NIFS
11402,4E+3,2.959999999999999988932090999E-11,5.9e-13,NIFS
11028,1E+3,6.639999999999999979538439631E-12,1.7e-13,NIFS
11028,2E+3,1.180000000000000061084568732E-11,2.7e-13,NIFS
11028,4E+3,2.03000000000000003389079963E-11,4.9e-13,NIFS
11403,1E+3,8.279999999999999453798465905E-12,2e-13,NIFS
11403,2E+3,2.010000000000000038332034512E-11,3.6e-13,NIFS
11403,4E+3,4.140000000000000050016659731E-11,7e-13,NIFS
11037,1E+3,5.539999999999999739130217981E-11,5e-13,NIFS
11037,2E+3,1.040000000000000027549727551E-10,8e-13,NIFS
11037,4E+3,1.51999999999999992096009038E-10,1.4e-12,NIFS
11412,1E+3,3.40000000000000015375783285E-13,3.9e-14,NIFS
11412,2E+3,1.59000000000000009120828869E-12,1e-13,NIFS
11412,4E+3,5.040000000000000334837230202E-12,2.5e-13,NIFS
11038,1E+3,9.270000000000000041750906186E-10,1.8e-12,NIFS
11038,2E+3,1.139999999999999992418856069E-9,2e-12,NIFS
