record_number,reaction_formula,reaction_method,QDB_process,reactants,products,Data_type,temperature_unit,rate_coefficient_unit,reference_number,DOI,title,author,journal,volume,page,publish_year
B201212542,"H+ + Al9+(1s22s12p1,3Po0) -> H+ + Al9+(1s22s12p1,3Po1)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + Al9+(1s22s12p1,3Po0) ","H+ + Al9+(1s22s12p1,3Po1)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212543,"H+ + Al9+(1s22s12p1,3Po0) -> H+ + Al9+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + Al9+(1s22s12p1,3Po0) ","H+ + Al9+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212544,"H+ + Al9+(1s22s12p1,3Po1) -> H+ + Al9+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + Al9+(1s22s12p1,3Po1) ","H+ + Al9+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212612,"D+ + Al9+(1s22s12p1,3Po0) -> D+ + Al9+(1s22s12p1,3Po1)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + Al9+(1s22s12p1,3Po0) ","D+ + Al9+(1s22s12p1,3Po1)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212613,"D+ + Al9+(1s22s12p1,3Po0) -> D+ + Al9+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + Al9+(1s22s12p1,3Po0) ","D+ + Al9+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212614,"D+ + Al9+(1s22s12p1,3Po1) -> D+ + Al9+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + Al9+(1s22s12p1,3Po1) ","D+ + Al9+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216678,"T+ + Al9+(1s22s12p1,3Po0) -> Al9+(1s22s12p1,3Po1) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + Al9+(1s22s12p1,3Po0) ","Al9+(1s22s12p1,3Po1) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216679,"T+ + Al9+(1s22s12p1,3Po0) -> Al9+(1s22s12p1,3Po2) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + Al9+(1s22s12p1,3Po0) ","Al9+(1s22s12p1,3Po2) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216680,"T+ + Al9+(1s22s12p1,3Po1) -> Al9+(1s22s12p1,3Po2) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + Al9+(1s22s12p1,3Po1) ","Al9+(1s22s12p1,3Po2) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201865980,"H1+ + Al8+(2p,2P1/2) -> H+ + Al8+(2p,2P3/2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + Al8+(2p,2P1/2) ","H+ + Al8+(2p,2P3/2)",Theoretical Data,K, cm^3 / s ,2018000310,-,"Fine Structure Proton Excitation Rates for Positive Ions in the 2p, 2p5, 3p, 3p5 Series","Bely, O.; Faucher, P.",Astronomy and Astrophysics,6,88,1970
B201865991,"H1+ + Al4+(2p5,2P1/2) -> H+ + Al4+(2p5,2P3/2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + Al4+(2p5,2P1/2) ","H+ + Al4+(2p5,2P3/2)",Theoretical Data,K, cm^3 / s ,2018000310,-,"Fine Structure Proton Excitation Rates for Positive Ions in the 2p, 2p5, 3p, 3p5 Series","Bely, O.; Faucher, P.",Astronomy and Astrophysics,6,88,1970
B201208529,H3O+ + Br- -> H3O + Br,Heavy Particle Impact Total Recombination,HMM,H3O+ + Br- ,H3O + Br,Experimental Data,K, cm^3 / molecular*s ,2012000512,-,"Recombination coecients for H3O+ ions with electrons e- and with Cl-, Br- and I- at flame temperatures 1820-2400 K","Jingzhong Guo, John M. Goodings",Chem. Phys. Lett.,329,393-398,2000
B201211873,Br + Br -> Br2,Heavy Particle Impact Associative Reaction,HAS,Br + Br ,Br2,Theoretical Data,K, cm^3 / molecular*s ,2012000628,-,Rate coefficient for the BrO +HO2 reaction at 298 K,"William J. Bloss, David M. Rowley, R. Anthony Cox and Roderic L. Jones",Phys. Chem. Chem. Phys.,4,3639-3647,2002
B201211872,HO2 + Br -> BrH + O2,Heavy Particle Impact Particle Interchange Reaction,HIR,HO2 + Br ,BrH + O2,Experimental Data,K, cm^3 / molecular*s ,2012000628,-,Rate coefficient for the BrO +HO2 reaction at 298 K,"William J. Bloss, David M. Rowley, R. Anthony Cox and Roderic L. Jones",Phys. Chem. Chem. Phys.,4,3639-3647,2002
B201211853,O3 + Br -> BrO + O2,Heavy Particle Impact Particle Interchange Reaction,HIR,O3 + Br ,BrO + O2,Theoretical Data,K, cm^3 / molecular*s ,2012000628,-,Rate coefficient for the BrO +HO2 reaction at 298 K,"William J. Bloss, David M. Rowley, R. Anthony Cox and Roderic L. Jones",Phys. Chem. Chem. Phys.,4,3639-3647,2002
B201869479,Li1+ + Br1- -> LiBr,Heavy Particle Impact Association Reaction,HIA,Li1+ + Br1- ,LiBr,Theoretical Data,K, cm^3 / molecular*s ,2018000412,https://doi.org/10.1063/1.435152,Recombination of alkali positive and halogen negative ions,R. K. Janev and Z. M. Radulović,JOURNAL OF CHEMICAL PHYSICS,67,2856,1977
B201869480,Na1+ + Br1- -> NaBr,Heavy Particle Impact Association Reaction,HIA,Na1+ + Br1- ,NaBr,Theoretical Data,K, cm^3 / molecular*s ,2018000412,https://doi.org/10.1063/1.435152,Recombination of alkali positive and halogen negative ions,R. K. Janev and Z. M. Radulović,JOURNAL OF CHEMICAL PHYSICS,67,2856,1977
B201869481,K1+ + Br1- -> KBr,Heavy Particle Impact Association Reaction,HIA,K1+ + Br1- ,KBr,Theoretical Data,K, cm^3 / molecular*s ,2018000412,https://doi.org/10.1063/1.435152,Recombination of alkali positive and halogen negative ions,R. K. Janev and Z. M. Radulović,JOURNAL OF CHEMICAL PHYSICS,67,2856,1977
B201869482,Rb1+ + Br1- -> RbBr,Heavy Particle Impact Association Reaction,HIA,Rb1+ + Br1- ,RbBr,Theoretical Data,K, cm^3 / molecular*s ,2018000412,https://doi.org/10.1063/1.435152,Recombination of alkali positive and halogen negative ions,R. K. Janev and Z. M. Radulović,JOURNAL OF CHEMICAL PHYSICS,67,2856,1977
B201212556,"H+ + C2+(1s22s12p1,3Po0) -> H+ + C2+(1s22s12p1,3Po1)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + C2+(1s22s12p1,3Po0) ","H+ + C2+(1s22s12p1,3Po1)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212557,"H+ + C2+(1s22s12p1,3Po0) -> H+ + C2+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + C2+(1s22s12p1,3Po0) ","H+ + C2+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212558,"H+ + C2+(1s22s12p1,3Po1) -> H+ + C2+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + C2+(1s22s12p1,3Po1) ","H+ + C2+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212592,"D+ + C2+(1s22s12p1,3Po0) -> D+ + C2+(1s22s12p1,3Po1)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + C2+(1s22s12p1,3Po0) ","D+ + C2+(1s22s12p1,3Po1)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212593,"D+ + C2+(1s22s12p1,3Po0) -> D+ + C2+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + C2+(1s22s12p1,3Po0) ","D+ + C2+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212594,"D+ + C2+(1s22s12p1,3Po1) -> D+ + C2+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + C2+(1s22s12p1,3Po1) ","D+ + C2+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216659,"T+ + C2+(1s22s12p1,3Po0) -> C2+(1s22s12p1,3Po1) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + C2+(1s22s12p1,3Po0) ","C2+(1s22s12p1,3Po1) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216660,"T+ + C2+(1s22s12p1,3Po0) -> C2+(1s22s12p1,3Po2) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + C2+(1s22s12p1,3Po0) ","C2+(1s22s12p1,3Po2) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216661,"T+ + C2+(1s22s12p1,3Po1) -> C2+(1s22s12p1,3Po2) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + C2+(1s22s12p1,3Po1) ","C2+(1s22s12p1,3Po2) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201221815,He + C(3P0) -> He + C(3P1),Heavy Particle Impact Electronic Excitation,HEX,He + C(3P0) ,He + C(3P1),Theoretical Data,K, cm^3 / s ,2012001283,-,Interatomic potentials of the C-He system. Application to fine structure excitation of C(3PJ) in collisions with He,"H. Lavendy, J.M. Robbe, E. Roueff",Astron. Astrophys,241,317,1991
B201221816,He + C(3P0) -> He + C(3P2),Heavy Particle Impact Electronic Excitation,HEX,He + C(3P0) ,He + C(3P2),Theoretical Data,K, cm^3 / s ,2012001283,-,Interatomic potentials of the C-He system. Application to fine structure excitation of C(3PJ) in collisions with He,"H. Lavendy, J.M. Robbe, E. Roueff",Astron. Astrophys,241,317,1991
B201221817,He + C(3P1) -> He + C(3P2),Heavy Particle Impact Electronic Excitation,HEX,He + C(3P1) ,He + C(3P2),Theoretical Data,K, cm^3 / s ,2012001283,-,Interatomic potentials of the C-He system. Application to fine structure excitation of C(3PJ) in collisions with He,"H. Lavendy, J.M. Robbe, E. Roueff",Astron. Astrophys,241,317,1991
B201221878,"H+ + C+(1s22s22p1,2P1/2) -> H+ + C+(1s22s22p1,2P3/2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + C+(1s22s22p1,2P1/2) ","H+ + C+(1s22s22p1,2P3/2)",Theoretical Data,K, cm^3 / s ,2012001288,-,"Proton impact excitation of the ground state fine-structure transition in C ll, N III and 0 IV","V.J. Foster, F.P. Keenan, R.H.G. Reid",Astron. Astrophys,308,1009,1996
B201225319,H + C(3P0) -> H + C(3P1),Heavy Particle Impact Electronic Excitation,HEX,H + C(3P0) ,H + C(3P1),Theoretical Data,K, cm^3 / s ,2012001303,-,FINE-STRUCTURE EXCITATION OF O i AND C i BY IMPACT WITH ATOMIC HYDROGEN,"E. Abrahamsson, R. V. Krems, A. Dalgarno",Astrophys. J.,654,1171,2007
B201225321,H + C(3P0) -> H + C(3P2),Heavy Particle Impact Electronic Excitation,HEX,H + C(3P0) ,H + C(3P2),Theoretical Data,K, cm^3 / s ,2012001303,-,FINE-STRUCTURE EXCITATION OF O i AND C i BY IMPACT WITH ATOMIC HYDROGEN,"E. Abrahamsson, R. V. Krems, A. Dalgarno",Astrophys. J.,654,1171,2007
B201225322,H + C(3P1) -> H + C(3P2),Heavy Particle Impact Electronic Excitation,HEX,H + C(3P1) ,H + C(3P2),Theoretical Data,K, cm^3 / s ,2012001303,-,FINE-STRUCTURE EXCITATION OF O i AND C i BY IMPACT WITH ATOMIC HYDROGEN,"E. Abrahamsson, R. V. Krems, A. Dalgarno",Astrophys. J.,654,1171,2007
B201221891,"H+ + C2+(1s22s12p1,3P0) -> H+ + C2+(1s22s12p1,3P1)",Heavy Particle Impact Rotational Excitation,HEX,"H+ + C2+(1s22s12p1,3P0) ","H+ + C2+(1s22s12p1,3P1)",Theoretical Data,K, cm^3 / s ,2012001290,-,"Proton impact excitation of the 1s22s2p 3P fine-structure transitions in the Be-like ions C III, N IV, and O V","R.S.I. Ryans, V.J. Foster-Woods, R.H.G. Reid, F.P. Keenan, F. Copeland",Astron. Astrophys.,336,393,1998
B201221892,"H+ + C2+(1s22s12p1,3P0) -> H+ + C2+(1s22s12p1,3P2)",Heavy Particle Impact Rotational Excitation,HEX,"H+ + C2+(1s22s12p1,3P0) ","H+ + C2+(1s22s12p1,3P2)",Theoretical Data,K, cm^3 / s ,2012001290,-,"Proton impact excitation of the 1s22s2p 3P fine-structure transitions in the Be-like ions C III, N IV, and O V","R.S.I. Ryans, V.J. Foster-Woods, R.H.G. Reid, F.P. Keenan, F. Copeland",Astron. Astrophys.,336,393,1998
B201221893,"H+ + C2+(1s22s12p1,3P1) -> H+ + C2+(1s22s12p1,3P2)",Heavy Particle Impact Rotational Excitation,HEX,"H+ + C2+(1s22s12p1,3P1) ","H+ + C2+(1s22s12p1,3P2)",Theoretical Data,K, cm^3 / s ,2012001290,-,"Proton impact excitation of the 1s22s2p 3P fine-structure transitions in the Be-like ions C III, N IV, and O V","R.S.I. Ryans, V.J. Foster-Woods, R.H.G. Reid, F.P. Keenan, F. Copeland",Astron. Astrophys.,336,393,1998
B201219482,"He(1s2,1S0) + C(1s22s22p2,3P1) -> He(1s2,1S0) + C(1s22s22p2,3P0)",Heavy Particle Impact de-Excitation Excitation,HDX,"He(1s2,1S0) + C(1s22s22p2,3P1) ","He(1s2,1S0) + C(1s22s22p2,3P0)",Theoretical Data,K, cm^3 / s ,2012001124,-,Excitation of the C(2p2 3PJ) fine structure states in collisions with He(ls2 1So),"V. Staemmler, D. R. Flower",J. Phys. B,24,2343,1991
B201219483,"He(1s2,1S0) + C(1s22s22p2,3P2) -> He(1s2,1S0) + C(1s22s22p2,3P0)",Heavy Particle Impact de-Excitation Excitation,HDX,"He(1s2,1S0) + C(1s22s22p2,3P2) ","He(1s2,1S0) + C(1s22s22p2,3P0)",Theoretical Data,K, cm^3 / s ,2012001124,-,Excitation of the C(2p2 3PJ) fine structure states in collisions with He(ls2 1So),"V. Staemmler, D. R. Flower",J. Phys. B,24,2343,1991
B201219484,"He(1s2,1S0) + C(1s22s22p2,3P2) -> He(1s2,1S0) + C(1s22s22p2,3P1)",Heavy Particle Impact de-Excitation Excitation,HDX,"He(1s2,1S0) + C(1s22s22p2,3P2) ","He(1s2,1S0) + C(1s22s22p2,3P1)",Theoretical Data,K, cm^3 / s ,2012001124,-,Excitation of the C(2p2 3PJ) fine structure states in collisions with He(ls2 1So),"V. Staemmler, D. R. Flower",J. Phys. B,24,2343,1991
B201221653,H + C(J=1) -> H + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,H + C(J=1) ,H + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221654,H + C(J=2) -> H + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,H + C(J=2) ,H + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221655,H + C(J=2) -> H + C(J=1),Heavy Particle Impact de-Excitation Excitation,HDX,H + C(J=2) ,H + C(J=1),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221656,H + C(J=1) -> H + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,H + C(J=1) ,H + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221657,H + C(J=2) -> H + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,H + C(J=2) ,H + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221658,H + C(J=2) -> H + C(J=1),Heavy Particle Impact de-Excitation Excitation,HDX,H + C(J=2) ,H + C(J=1),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221659,He + C(J=1) -> He + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,He + C(J=1) ,He + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221660,He + C(J=2) -> He + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,He + C(J=2) ,He + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221661,He + C(J=2) -> He + C(J=1),Heavy Particle Impact de-Excitation Excitation,HDX,He + C(J=2) ,He + C(J=1),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221662,para-H2 + C(J=1) -> para-H2 + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,para-H2 + C(J=1) ,para-H2 + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221663,para-H2 + C(J=2) -> para-H2 + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,para-H2 + C(J=2) ,para-H2 + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221664,para-H2 + C(J=2) -> para-H2 + C(J=1),Heavy Particle Impact de-Excitation Excitation,HDX,para-H2 + C(J=2) ,para-H2 + C(J=1),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221665,ortho-H2 + C(J=1) -> ortho-H2 + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,ortho-H2 + C(J=1) ,ortho-H2 + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221666,ortho-H2 + C(J=2) -> ortho-H2 + C(J=0),Heavy Particle Impact de-Excitation Excitation,HDX,ortho-H2 + C(J=2) ,ortho-H2 + C(J=0),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201221667,ortho-H2 + C(J=2) -> ortho-H2 + C(J=1),Heavy Particle Impact de-Excitation Excitation,HDX,ortho-H2 + C(J=2) ,ortho-H2 + C(J=1),Theoretical Data,K, cm^3 / s ,2012001260,-,Photodissociation and rotational excitation of interstellar CO,"S. Warin, J.J. Benayoun, Y.P. Viala",Astron. Astrophys.,308,535-564,1996
B201863427,"H1+ + C2+(2s 2p,3P0) -> H1+ + C2+(2s 2p,3P2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + C2+(2s 2p,3P0) ","H1+ + C2+(2s 2p,3P2)",Theoretical Data,K, cm^3 / s ,2018000175,https://doi.org/10.1016/0092-640X(87)90027-1,Proton excitation rate coefficients and cross sections among the fine-structure levels of the (2s2p)3P state in Be-like ions,J.G. Doyle,Atomic Data and Nuclear Data Tables,37,441-453,1987
B201863428,"H1+ + C2+(2s 2p,3P1) -> H1+ + C2+(2s 2p,3P2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + C2+(2s 2p,3P1) ","H1+ + C2+(2s 2p,3P2)",Theoretical Data,K, cm^3 / s ,2018000175,https://doi.org/10.1016/0092-640X(87)90027-1,Proton excitation rate coefficients and cross sections among the fine-structure levels of the (2s2p)3P state in Be-like ions,J.G. Doyle,Atomic Data and Nuclear Data Tables,37,441-453,1987
B201865973,"H1+ + C1+(2p,2P1/2) -> H+ + C1+(2p,2P3/2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + C1+(2p,2P1/2) ","H+ + C1+(2p,2P3/2)",Theoretical Data,K, cm^3 / s ,2018000310,-,"Fine Structure Proton Excitation Rates for Positive Ions in the 2p, 2p5, 3p, 3p5 Series","Bely, O.; Faucher, P.",Astronomy and Astrophysics,6,88,1970
B201870697,H(2S) + C(3P0) -> H(2S) + C(3P1),Heavy Particle Impact Excitation Excitation,HEX,H(2S) + C(3P0) ,H(2S) + C(3P1),Theoretical Data,K, cm^3 / s ,2018000364,-,Fine-structure excitation of carbon by atomic hydrogen impact,"Yau, A. W.; Dalgarno, A.",The Astrophysical Journal,206,652,1976
B201870698,H(2S) + C(3P0) -> H(2S) + C(3P2),Heavy Particle Impact Excitation Excitation,HEX,H(2S) + C(3P0) ,H(2S) + C(3P2),Theoretical Data,K, cm^3 / s ,2018000364,-,Fine-structure excitation of carbon by atomic hydrogen impact,"Yau, A. W.; Dalgarno, A.",The Astrophysical Journal,206,652,1976
B201870699,H(2S) + C(3P1) -> H(2S) + C(3P2),Heavy Particle Impact Excitation Excitation,HEX,H(2S) + C(3P1) ,H(2S) + C(3P2),Theoretical Data,K, cm^3 / s ,2018000364,-,Fine-structure excitation of carbon by atomic hydrogen impact,"Yau, A. W.; Dalgarno, A.",The Astrophysical Journal,206,652,1976
B201870723,H + C(3P0) -> H + C(3P1),Heavy Particle Impact Excitation Excitation,HEX,H + C(3P0) ,H + C(3P1),Theoretical Data,K, cm^3 / s ,2018000368,-,Fine structure excitation of carbon and oxygen by atomic hydrogen impact,"Launay, J. M.; Roueff, E.",Astronomy and Astrophysics,56,289,1977
B201870724,H + C(3P0) -> H + C(3P2),Heavy Particle Impact Excitation Excitation,HEX,H + C(3P0) ,H + C(3P2),Theoretical Data,K, cm^3 / s ,2018000368,-,Fine structure excitation of carbon and oxygen by atomic hydrogen impact,"Launay, J. M.; Roueff, E.",Astronomy and Astrophysics,56,289,1977
B201870725,H + C(3P1) -> H + C(3P2),Heavy Particle Impact Excitation Excitation,HEX,H + C(3P1) ,H + C(3P2),Theoretical Data,K, cm^3 / s ,2018000368,-,Fine structure excitation of carbon and oxygen by atomic hydrogen impact,"Launay, J. M.; Roueff, E.",Astronomy and Astrophysics,56,289,1977
