record_number,reaction_formula,reaction_method,QDB_process,reactants,products,Data_type,temperature_unit,rate_coefficient_unit,reference_number,DOI,title,author,journal,volume,page,publish_year
B201209483,"He + H2(v=0, J=10) -> He + H2(v=0, J=12)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=10) ","He + H2(v=0, J=12)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209484,"He + H2(v=0, J=10) -> He + H2(v=1, J=6)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=10) ","He + H2(v=1, J=6)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209485,"He + H2(v=0, J=10) -> He + H2(v=1, J=8)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=10) ","He + H2(v=1, J=8)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209486,"He + H2(v=0, J=10) -> He + H2(v=2, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=10) ","He + H2(v=2, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209487,"He + H2(v=0, J=10) -> He + H2(v=2, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=10) ","He + H2(v=2, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209488,"He + H2(v=0, J=12) -> He + H2(v=2, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=12) ","He + H2(v=2, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209489,"He + H2(v=0, J=2) -> He + H2(v=0, J=10)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=0, J=10)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209490,"He + H2(v=0, J=2) -> He + H2(v=0, J=12)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=0, J=12)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209491,"He + H2(v=0, J=2) -> He + H2(v=0, J=4)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=0, J=4)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209492,"He + H2(v=0, J=2) -> He + H2(v=0, J=6)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=0, J=6)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209493,"He + H2(v=0, J=2) -> He + H2(v=0, J=8)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=0, J=8)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209494,"He + H2(v=0, J=2) -> He + H2(v=1, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=1, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209495,"He + H2(v=0, J=2) -> He + H2(v=1, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=1, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209496,"He + H2(v=0, J=2) -> He + H2(v=1, J=4)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=1, J=4)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209497,"He + H2(v=0, J=2) -> He + H2(v=1, J=6)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=1, J=6)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209498,"He + H2(v=0, J=2) -> He + H2(v=1, J=8)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=1, J=8)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209499,"He + H2(v=0, J=2) -> He + H2(v=2, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=2, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209500,"He + H2(v=0, J=2) -> He + H2(v=2, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=2) ","He + H2(v=2, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209501,"He + H2(v=0, J=3) -> He + H2(v=0, J=11)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=0, J=11)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209502,"He + H2(v=0, J=3) -> He + H2(v=0, J=13)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=0, J=13)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209503,"He + H2(v=0, J=3) -> He + H2(v=0, J=5)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=0, J=5)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209504,"He + H2(v=0, J=3) -> He + H2(v=0, J=7)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=0, J=7)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209505,"He + H2(v=0, J=3) -> He + H2(v=0, J=9)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=0, J=9)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209506,"He + H2(v=0, J=3) -> He + H2(v=1, J=1)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=1, J=1)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209507,"He + H2(v=0, J=3) -> He + H2(v=1, J=3)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=1, J=3)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209508,"He + H2(v=0, J=3) -> He + H2(v=1, J=5)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=1, J=5)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209509,"He + H2(v=0, J=3) -> He + H2(v=1, J=7)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=1, J=7)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209510,"He + H2(v=0, J=3) -> He + H2(v=1, J=9)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=1, J=9)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209511,"He + H2(v=0, J=3) -> He + H2(v=2, J=1)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=2, J=1)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209512,"He + H2(v=0, J=3) -> He + H2(v=2, J=3)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=3) ","He + H2(v=2, J=3)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209513,"He + H2(v=0, J=4) -> He + H2(v=0, J=10)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=0, J=10)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209514,"He + H2(v=0, J=4) -> He + H2(v=0, J=12)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=0, J=12)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209515,"He + H2(v=0, J=4) -> He + H2(v=0, J=6)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=0, J=6)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209516,"He + H2(v=0, J=4) -> He + H2(v=0, J=8)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=0, J=8)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209517,"He + H2(v=0, J=4) -> He + H2(v=1, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=1, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209518,"He + H2(v=0, J=4) -> He + H2(v=1, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=1, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209519,"He + H2(v=0, J=4) -> He + H2(v=1, J=4)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=1, J=4)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209520,"He + H2(v=0, J=4) -> He + H2(v=1, J=6)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=1, J=6)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209521,"He + H2(v=0, J=4) -> He + H2(v=1, J=8)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=1, J=8)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209522,"He + H2(v=0, J=4) -> He + H2(v=2, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=2, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209523,"He + H2(v=0, J=4) -> He + H2(v=2, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=4) ","He + H2(v=2, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209524,"He + H2(v=0, J=5) -> He + H2(v=0, J=11)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=0, J=11)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209525,"He + H2(v=0, J=5) -> He + H2(v=0, J=13)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=0, J=13)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209526,"He + H2(v=0, J=5) -> He + H2(v=0, J=7)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=0, J=7)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209527,"He + H2(v=0, J=5) -> He + H2(v=0, J=9)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=0, J=9)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209528,"He + H2(v=0, J=5) -> He + H2(v=1, J=1)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=1, J=1)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209529,"He + H2(v=0, J=5) -> He + H2(v=1, J=)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=1, J=)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209530,"He + H2(v=0, J=5) -> He + H2(v=1, J=5)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=1, J=5)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209531,"He + H2(v=0, J=5) -> He + H2(v=1, J=7)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=1, J=7)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209532,"He + H2(v=0, J=5) -> He + H2(v=1, J=9)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=1, J=9)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209533,"He + H2(v=0, J=5) -> He + H2(v=2, J=1)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=2, J=1)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209534,"He + H2(v=0, J=5) -> He + H2(v=2, J=3)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=5) ","He + H2(v=2, J=3)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209535,"He + H2(v=0, J=6) -> He + H2(v=0, J=10)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=0, J=10)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209536,"He + H2(v=0, J=6) -> He + H2(v=0, J=12)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=0, J=12)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209537,"He + H2(v=0, J=6) -> He + H2(v=0, J=8)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=0, J=8)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209538,"He + H2(v=0, J=6) -> He + H2(v=1, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=1, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209539,"He + H2(v=0, J=6) -> He + H2(v=1, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=1, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209540,"He + H2(v=0, J=6) -> He + H2(v=1, J=4)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=1, J=4)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209541,"He + H2(v=0, J=6) -> He + H2(v=1, J=6)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=1, J=6)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209542,"He + H2(v=0, J=6) -> He + H2(v=1, J=8)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=1, J=8)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209543,"He + H2(v=0, J=6) -> He + H2(v=2, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=2, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209544,"He + H2(v=0, J=6) -> He + H2(v=2, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=6) ","He + H2(v=2, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209548,"He + H2(v=0, J=7) -> He + H2(v=0, J=11)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=0, J=11)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209549,"He + H2(v=0, J=7) -> He + H2(v=0, J=13)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=0, J=13)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209550,"He + H2(v=0, J=7) -> He + H2(v=0, J=9)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=0, J=9)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209552,"He + H2(v=0, J=7) -> He + H2(v=1, J=1)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=1, J=1)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209553,"He + H2(v=0, J=7) -> He + H2(v=1, J=3)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=1, J=3)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209554,"He + H2(v=0, J=7) -> He + H2(v=1, J=5)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=1, J=5)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209555,"He + H2(v=0, J=7) -> He + H2(v=1, J=7)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=1, J=7)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209556,"He + H2(v=0, J=7) -> He + H2(v=1, J=9)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=1, J=9)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209557,"He + H2(v=0, J=7) -> He + H2(v=2, J=1)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=2, J=1)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209558,"He + H2(v=0, J=7) -> He + H2(v=2, J=3)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=7) ","He + H2(v=2, J=3)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209559,"He + H2(v=0, J=8) -> He + H2(v=0, J=10)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=8) ","He + H2(v=0, J=10)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209560,"He + H2(v=0, J=8) -> He + H2(v=0, J=12)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=8) ","He + H2(v=0, J=12)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209561,"He + H2(v=0, J=8) -> He + H2(v=1, J=0)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=8) ","He + H2(v=1, J=0)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209562,"He + H2(v=0, J=8) -> He + H2(v=1, J=2)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=8) ","He + H2(v=1, J=2)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209563,"He + H2(v=0, J=8) -> He + H2(v=1, J=4)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=8) ","He + H2(v=1, J=4)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
B201209564,"He + H2(v=0, J=8) -> He + H2(v=1, J=6)",Heavy Particle Impact Electronic Excitation,HEX,"He + H2(v=0, J=8) ","He + H2(v=1, J=6)",Theoretical Data,K, cm^3 / s ,2012000582,-,Rovibrational excitation of H2 molecules by He atoms,"D. R. Flower, E. Roueff, C. J. Zeippen",J. Phys. B,31,1105,1998
